timestamp,container_id,name,cpu_perc,mem_usage,mem_perc,net_io,block_io,pids
1755872902.678586206,f8cd685deea1,multi-proxy2,349.33%,1.012GiB / 31.15GiB,3.25%,227MB / 19MB,1.29MB / 40.1MB,54
1755872906.241462327,87ffcb507c59,multi-proxy0,633.99%,877.4MiB / 31.15GiB,2.75%,206MB / 4.62MB,2.15MB / 0B,55
1755872906.241462327,4ab2f4d499aa,multi-proxy1,558.69%,856.3MiB / 31.15GiB,2.68%,145MB / 11.8MB,1.87MB / 16.7MB,54
1755872906.241462327,f8cd685deea1,multi-proxy2,369.89%,1.017GiB / 31.15GiB,3.26%,228MB / 19.2MB,1.29MB / 41.1MB,54
1755872909.801323563,87ffcb507c59,multi-proxy0,624.32%,879.4MiB / 31.15GiB,2.76%,207MB / 4.64MB,2.15MB / 0B,55
1755872909.801323563,4ab2f4d499aa,multi-proxy1,687.95%,859.5MiB / 31.15GiB,2.69%,146MB / 11.9MB,1.87MB / 16.8MB,54
1755872909.801323563,f8cd685deea1,multi-proxy2,367.86%,1.019GiB / 31.15GiB,3.27%,228MB / 19.3MB,1.29MB / 41.9MB,54
1755872913.367480635,87ffcb507c59,multi-proxy0,437.03%,878.8MiB / 31.15GiB,2.75%,208MB / 4.65MB,2.15MB / 0B,55
1755872913.367480635,4ab2f4d499aa,multi-proxy1,779.67%,829.5MiB / 31.15GiB,2.60%,148MB / 11.9MB,1.87MB / 16.9MB,54
1755872913.367480635,f8cd685deea1,multi-proxy2,467.13%,1.024GiB / 31.15GiB,3.29%,229MB / 19.5MB,1.29MB / 43.3MB,54
1755872916.930441921,87ffcb507c59,multi-proxy0,616.26%,842.9MiB / 31.15GiB,2.64%,210MB / 4.85MB,2.15MB / 0B,55
1755872916.930441921,4ab2f4d499aa,multi-proxy1,646.42%,830.1MiB / 31.15GiB,2.60%,149MB / 12.1MB,1.87MB / 17.1MB,54
1755872916.930441921,f8cd685deea1,multi-proxy2,417.01%,1.026GiB / 31.15GiB,3.29%,230MB / 19.7MB,1.29MB / 43.9MB,54
1755872920.500777403,87ffcb507c59,multi-proxy0,686.93%,884.9MiB / 31.15GiB,2.77%,211MB / 4.92MB,2.15MB / 0B,55
1755872920.500777403,4ab2f4d499aa,multi-proxy1,599.14%,865.5MiB / 31.15GiB,2.71%,149MB / 12.1MB,1.88MB / 17.2MB,54
1755872920.500777403,f8cd685deea1,multi-proxy2,391.01%,1.03GiB / 31.15GiB,3.31%,231MB / 20MB,1.29MB / 44.9MB,54
1755872924.092934754,87ffcb507c59,multi-proxy0,667.14%,887.2MiB / 31.15GiB,2.78%,212MB / 5.08MB,2.15MB / 0B,55
1755872924.092934754,4ab2f4d499aa,multi-proxy1,673.87%,837.4MiB / 31.15GiB,2.63%,151MB / 12.3MB,1.88MB / 17.4MB,54
1755872924.092934754,f8cd685deea1,multi-proxy2,429.01%,1.034GiB / 31.15GiB,3.32%,232MB / 20.3MB,1.29MB / 46.4MB,54
1755872927.653211303,87ffcb507c59,multi-proxy0,551.45%,847.8MiB / 31.15GiB,2.66%,214MB / 5.19MB,2.15MB / 0B,55
1755872927.653211303,4ab2f4d499aa,multi-proxy1,651.59%,874.8MiB / 31.15GiB,2.74%,152MB / 12.5MB,1.88MB / 17.6MB,54
1755872927.653211303,f8cd685deea1,multi-proxy2,386.02%,1.037GiB / 31.15GiB,3.33%,233MB / 20.6MB,1.29MB / 47.3MB,54
1755872931.215616485,87ffcb507c59,multi-proxy0,506.63%,891.6MiB / 31.15GiB,2.80%,215MB / 5.29MB,2.15MB / 0B,55
1755872931.215616485,4ab2f4d499aa,multi-proxy1,617.44%,845.9MiB / 31.15GiB,2.65%,153MB / 12.6MB,1.88MB / 17.7MB,54
1755872931.215616485,f8cd685deea1,multi-proxy2,550.89%,1.043GiB / 31.15GiB,3.35%,234MB / 20.9MB,1.29MB / 48.4MB,54
1755872934.780086834,87ffcb507c59,multi-proxy0,283.50%,852.3MiB / 31.15GiB,2.67%,217MB / 5.38MB,2.16MB / 12.3kB,55
1755872934.780086834,4ab2f4d499aa,multi-proxy1,714.04%,881.5MiB / 31.15GiB,2.76%,154MB / 12.6MB,1.88MB / 17.8MB,54
1755872934.780086834,f8cd685deea1,multi-proxy2,414.91%,1.044GiB / 31.15GiB,3.35%,234MB / 21MB,1.29MB / 49.4MB,54
1755872938.331264152,87ffcb507c59,multi-proxy0,203.01%,897.9MiB / 31.15GiB,2.81%,218MB / 5.4MB,2.16MB / 41kB,55
1755872938.331264152,4ab2f4d499aa,multi-proxy1,817.53%,886.9MiB / 31.15GiB,2.78%,155MB / 12.7MB,1.88MB / 18MB,54
1755872938.331264152,f8cd685deea1,multi-proxy2,429.85%,1.049GiB / 31.15GiB,3.37%,235MB / 21.2MB,1.29MB / 50.5MB,54
1755872941.881895620,87ffcb507c59,multi-proxy0,238.08%,864.2MiB / 31.15GiB,2.71%,218MB / 5.42MB,2.16MB / 69.6kB,55
1755872941.881895620,4ab2f4d499aa,multi-proxy1,874.86%,891.4MiB / 31.15GiB,2.79%,156MB / 12.7MB,1.88MB / 18.1MB,54
1755872941.881895620,f8cd685deea1,multi-proxy2,533.33%,1.056GiB / 31.15GiB,3.39%,236MB / 21.4MB,1.29MB / 51.8MB,54
1755872945.442356074,87ffcb507c59,multi-proxy0,253.91%,906.8MiB / 31.15GiB,2.84%,219MB / 5.44MB,2.16MB / 102kB,55
1755872945.442356074,4ab2f4d499aa,multi-proxy1,767.85%,917.1MiB / 31.15GiB,2.87%,157MB / 12.7MB,1.88MB / 18.3MB,54
1755872945.442356074,f8cd685deea1,multi-proxy2,458.36%,1.061GiB / 31.15GiB,3.41%,238MB / 21.5MB,1.29MB / 52.9MB,54
1755872949.021327287,87ffcb507c59,multi-proxy0,241.34%,869MiB / 31.15GiB,2.72%,221MB / 5.47MB,2.16MB / 143kB,55
1755872949.021327287,4ab2f4d499aa,multi-proxy1,729.03%,917.5MiB / 31.15GiB,2.88%,158MB / 12.7MB,1.88MB / 18.4MB,54
1755872949.021327287,f8cd685deea1,multi-proxy2,484.48%,1.065GiB / 31.15GiB,3.42%,239MB / 21.6MB,1.29MB / 54.1MB,54
1755872952.588878425,87ffcb507c59,multi-proxy0,243.96%,914.3MiB / 31.15GiB,2.87%,222MB / 5.48MB,2.16MB / 184kB,55
1755872952.588878425,4ab2f4d499aa,multi-proxy1,762.38%,890.2MiB / 31.15GiB,2.79%,159MB / 12.8MB,1.88MB / 18.6MB,58
1755872952.588878425,f8cd685deea1,multi-proxy2,448.17%,1.069GiB / 31.15GiB,3.43%,240MB / 21.8MB,1.29MB / 55.7MB,54
1755872956.167038266,87ffcb507c59,multi-proxy0,239.33%,917.9MiB / 31.15GiB,2.88%,223MB / 5.51MB,2.16MB / 217kB,55
1755872956.167038266,4ab2f4d499aa,multi-proxy1,847.38%,928.7MiB / 31.15GiB,2.91%,160MB / 12.8MB,1.88MB / 18.7MB,58
1755872956.167038266,f8cd685deea1,multi-proxy2,400.72%,1.072GiB / 31.15GiB,3.44%,240MB / 21.9MB,1.29MB / 56.5MB,54
1755872959.724869996,87ffcb507c59,multi-proxy0,238.53%,924.6MiB / 31.15GiB,2.90%,224MB / 5.53MB,2.16MB / 287kB,55
1755872959.724869996,4ab2f4d499aa,multi-proxy1,750.04%,933.8MiB / 31.15GiB,2.93%,161MB / 12.8MB,1.88MB / 18.9MB,58
1755872959.724869996,f8cd685deea1,multi-proxy2,488.84%,1.077GiB / 31.15GiB,3.46%,241MB / 22MB,1.29MB / 57.7MB,54
1755872963.289844850,87ffcb507c59,multi-proxy0,208.08%,925.4MiB / 31.15GiB,2.90%,224MB / 5.54MB,2.16MB / 315kB,55
1755872963.289844850,4ab2f4d499aa,multi-proxy1,844.21%,900.6MiB / 31.15GiB,2.82%,162MB / 12.8MB,1.88MB / 19MB,58
1755872963.289844850,f8cd685deea1,multi-proxy2,510.48%,1.083GiB / 31.15GiB,3.48%,242MB / 22.2MB,1.29MB / 59.2MB,54
1755872966.841170718,87ffcb507c59,multi-proxy0,175.27%,883.4MiB / 31.15GiB,2.77%,225MB / 5.55MB,2.16MB / 369kB,55
1755872966.841170718,4ab2f4d499aa,multi-proxy1,881.19%,903.3MiB / 31.15GiB,2.83%,163MB / 12.8MB,1.88MB / 19.2MB,58
1755872966.841170718,f8cd685deea1,multi-proxy2,430.51%,1.101GiB / 31.15GiB,3.53%,243MB / 22.3MB,1.29MB / 60.4MB,54
1755872970.412514977,87ffcb507c59,multi-proxy0,152.93%,926.4MiB / 31.15GiB,2.90%,225MB / 5.55MB,2.16MB / 393kB,55
1755872970.412514977,4ab2f4d499aa,multi-proxy1,846.03%,905.1MiB / 31.15GiB,2.84%,164MB / 12.9MB,1.88MB / 19.3MB,58
1755872970.412514977,f8cd685deea1,multi-proxy2,427.37%,1.086GiB / 31.15GiB,3.49%,243MB / 22.5MB,1.29MB / 61.8MB,54
1755872973.978246815,87ffcb507c59,multi-proxy0,150.32%,883.4MiB / 31.15GiB,2.77%,225MB / 5.55MB,2.16MB / 418kB,55
1755872973.978246815,4ab2f4d499aa,multi-proxy1,944.59%,906.1MiB / 31.15GiB,2.84%,165MB / 12.9MB,1.88MB / 19.4MB,58
1755872973.978246815,f8cd685deea1,multi-proxy2,428.41%,1.087GiB / 31.15GiB,3.49%,243MB / 22.6MB,1.29MB / 63.2MB,54
1755872976.548741598,87ffcb507c59,multi-proxy0,141.29%,883.5MiB / 31.15GiB,2.77%,225MB / 5.56MB,2.16MB / 451kB,55
1755872976.548741598,4ab2f4d499aa,multi-proxy1,908.20%,946.5MiB / 31.15GiB,2.97%,166MB / 12.9MB,1.88MB / 19.5MB,58
1755872976.548741598,f8cd685deea1,multi-proxy2,402.81%,1.088GiB / 31.15GiB,3.49%,243MB / 22.7MB,1.29MB / 63.9MB,54
1755872980.123928809,87ffcb507c59,multi-proxy0,163.99%,883.8MiB / 31.15GiB,2.77%,225MB / 5.56MB,2.16MB / 467kB,55
1755872980.123928809,4ab2f4d499aa,multi-proxy1,814.20%,947.5MiB / 31.15GiB,2.97%,168MB / 12.9MB,1.88MB / 19.7MB,58
1755872980.123928809,f8cd685deea1,multi-proxy2,440.23%,1.089GiB / 31.15GiB,3.49%,243MB / 22.9MB,1.29MB / 66MB,54
1755872983.687356923,87ffcb507c59,multi-proxy0,153.20%,926.8MiB / 31.15GiB,2.91%,225MB / 5.56MB,2.16MB / 508kB,55
1755872983.687356923,4ab2f4d499aa,multi-proxy1,803.64%,952MiB / 31.15GiB,2.98%,169MB / 13MB,1.88MB / 19.9MB,58
1755872983.687356923,f8cd685deea1,multi-proxy2,455.00%,1.091GiB / 31.15GiB,3.50%,243MB / 23MB,1.29MB / 66.7MB,54
1755872987.236365826,87ffcb507c59,multi-proxy0,136.69%,884MiB / 31.15GiB,2.77%,225MB / 5.56MB,2.16MB / 532kB,55
1755872987.236365826,4ab2f4d499aa,multi-proxy1,813.47%,917MiB / 31.15GiB,2.87%,170MB / 13MB,1.88MB / 20MB,58
1755872987.236365826,f8cd685deea1,multi-proxy2,431.07%,1.091GiB / 31.15GiB,3.50%,243MB / 23.2MB,1.29MB / 68.2MB,54
1755872990.784341405,87ffcb507c59,multi-proxy0,147.78%,883.8MiB / 31.15GiB,2.77%,225MB / 5.56MB,2.16MB / 565kB,55
1755872990.784341405,4ab2f4d499aa,multi-proxy1,616.62%,921.8MiB / 31.15GiB,2.89%,171MB / 13MB,1.88MB / 20.2MB,58
1755872990.784341405,f8cd685deea1,multi-proxy2,404.52%,1.092GiB / 31.15GiB,3.51%,243MB / 23.3MB,1.29MB / 69.6MB,54
1755872994.330030861,87ffcb507c59,multi-proxy0,150.81%,926.5MiB / 31.15GiB,2.90%,225MB / 5.57MB,2.16MB / 590kB,55
1755872994.330030861,4ab2f4d499aa,multi-proxy1,405.28%,963.4MiB / 31.15GiB,3.02%,172MB / 13MB,1.88MB / 20.3MB,58
1755872994.330030861,f8cd685deea1,multi-proxy2,486.33%,1.093GiB / 31.15GiB,3.51%,243MB / 23.4MB,1.29MB / 71.2MB,54
1755872997.875312757,87ffcb507c59,multi-proxy0,156.77%,926.2MiB / 31.15GiB,2.90%,225MB / 5.57MB,2.16MB / 623kB,55
1755872997.875312757,4ab2f4d499aa,multi-proxy1,283.77%,933MiB / 31.15GiB,2.92%,173MB / 13.1MB,1.88MB / 20.4MB,58
1755872997.875312757,f8cd685deea1,multi-proxy2,445.55%,1.095GiB / 31.15GiB,3.52%,243MB / 23.6MB,1.29MB / 73.4MB,54
1755873001.429921336,87ffcb507c59,multi-proxy0,165.38%,883.1MiB / 31.15GiB,2.77%,225MB / 5.57MB,2.16MB / 647kB,55
1755873001.429921336,4ab2f4d499aa,multi-proxy1,369.13%,976.2MiB / 31.15GiB,3.06%,175MB / 13.1MB,1.88MB / 20.7MB,58
1755873001.429921336,f8cd685deea1,multi-proxy2,440.10%,1.095GiB / 31.15GiB,3.52%,243MB / 23.7MB,1.29MB / 74.2MB,54
1755873004.993539862,87ffcb507c59,multi-proxy0,138.50%,926MiB / 31.15GiB,2.90%,225MB / 5.57MB,2.16MB / 672kB,55
1755873004.993539862,4ab2f4d499aa,multi-proxy1,346.75%,941.4MiB / 31.15GiB,2.95%,176MB / 13.2MB,1.88MB / 20.8MB,58
1755873004.993539862,f8cd685deea1,multi-proxy2,454.25%,1.096GiB / 31.15GiB,3.52%,243MB / 23.9MB,1.29MB / 76.6MB,54
1755873008.543962520,87ffcb507c59,multi-proxy0,167.09%,882.9MiB / 31.15GiB,2.77%,225MB / 5.57MB,2.16MB / 713kB,55
1755873008.543962520,4ab2f4d499aa,multi-proxy1,404.32%,946.6MiB / 31.15GiB,2.97%,177MB / 13.2MB,1.88MB / 21MB,58
1755873008.543962520,f8cd685deea1,multi-proxy2,410.81%,1.096GiB / 31.15GiB,3.52%,243MB / 24MB,1.29MB / 77.4MB,54
1755873012.106227492,87ffcb507c59,multi-proxy0,156.98%,882.7MiB / 31.15GiB,2.77%,225MB / 5.57MB,2.16MB / 729kB,55
1755873012.106227492,4ab2f4d499aa,multi-proxy1,344.69%,947.6MiB / 31.15GiB,2.97%,178MB / 13.2MB,1.88MB / 21.1MB,58
1755873012.106227492,f8cd685deea1,multi-proxy2,517.21%,1.096GiB / 31.15GiB,3.52%,243MB / 24.2MB,1.31MB / 79.1MB,54
1755873014.656899994,87ffcb507c59,multi-proxy0,159.35%,925.6MiB / 31.15GiB,2.90%,225MB / 5.57MB,2.16MB / 754kB,55
1755873014.656899994,4ab2f4d499aa,multi-proxy1,379.50%,989.7MiB / 31.15GiB,3.10%,179MB / 13.2MB,1.88MB / 21.3MB,58
1755873014.656899994,f8cd685deea1,multi-proxy2,460.86%,1.098GiB / 31.15GiB,3.53%,243MB / 24.3MB,1.31MB / 80.6MB,54
1755873017.206924914,87ffcb507c59,multi-proxy0,135.15%,882.2MiB / 31.15GiB,2.77%,225MB / 5.58MB,2.16MB / 778kB,55
1755873017.206924914,4ab2f4d499aa,multi-proxy1,392.31%,956.4MiB / 31.15GiB,3.00%,180MB / 13.3MB,1.88MB / 21.5MB,58
1755873017.206924914,f8cd685deea1,multi-proxy2,432.53%,1.1GiB / 31.15GiB,3.53%,243MB / 24.4MB,1.31MB / 81.6MB,54
1755873020.744216732,87ffcb507c59,multi-proxy0,142.63%,881.8MiB / 31.15GiB,2.76%,225MB / 5.58MB,2.16MB / 811kB,55
1755873020.744216732,4ab2f4d499aa,multi-proxy1,407.57%,957.2MiB / 31.15GiB,3.00%,181MB / 13.3MB,1.88MB / 21.7MB,58
1755873020.744216732,f8cd685deea1,multi-proxy2,446.48%,1.102GiB / 31.15GiB,3.54%,243MB / 24.6MB,1.31MB / 83.2MB,54
1755873024.289388076,87ffcb507c59,multi-proxy0,142.89%,924.6MiB / 31.15GiB,2.90%,225MB / 5.58MB,2.16MB / 836kB,55
1755873024.289388076,4ab2f4d499aa,multi-proxy1,306.23%,958.4MiB / 31.15GiB,3.00%,182MB / 13.3MB,1.88MB / 21.8MB,58
1755873024.289388076,f8cd685deea1,multi-proxy2,465.10%,1.102GiB / 31.15GiB,3.54%,243MB / 24.7MB,1.31MB / 85MB,54
1755873027.835030320,87ffcb507c59,multi-proxy0,161.02%,881.3MiB / 31.15GiB,2.76%,225MB / 5.58MB,2.16MB / 860kB,55
1755873027.835030320,4ab2f4d499aa,multi-proxy1,448.57%,1002MiB / 31.15GiB,3.14%,184MB / 13.4MB,1.88MB / 22.1MB,58
1755873027.835030320,f8cd685deea1,multi-proxy2,501.92%,1.102GiB / 31.15GiB,3.54%,243MB / 24.9MB,1.31MB / 87.5MB,54
1755873031.388435472,87ffcb507c59,multi-proxy0,147.35%,881.2MiB / 31.15GiB,2.76%,225MB / 5.69MB,2.16MB / 893kB,55
1755873031.388435472,4ab2f4d499aa,multi-proxy1,449.32%,965.3MiB / 31.15GiB,3.03%,185MB / 13.5MB,1.89MB / 22.3MB,58
1755873031.388435472,f8cd685deea1,multi-proxy2,499.96%,1.102GiB / 31.15GiB,3.54%,243MB / 25.1MB,1.31MB / 88.6MB,54
1755873034.935231625,87ffcb507c59,multi-proxy0,152.20%,923.9MiB / 31.15GiB,2.90%,225MB / 5.75MB,2.16MB / 918kB,55
1755873034.935231625,4ab2f4d499aa,multi-proxy1,432.19%,1007MiB / 31.15GiB,3.16%,185MB / 13.6MB,1.89MB / 22.4MB,58
1755873034.935231625,f8cd685deea1,multi-proxy2,504.77%,1.103GiB / 31.15GiB,3.54%,243MB / 25.3MB,1.31MB / 90.4MB,54
1755873037.497102475,87ffcb507c59,multi-proxy0,135.67%,923.9MiB / 31.15GiB,2.90%,225MB / 5.85MB,2.16MB / 942kB,55
1755873037.497102475,4ab2f4d499aa,multi-proxy1,391.66%,968.5MiB / 31.15GiB,3.04%,186MB / 13.7MB,1.89MB / 22.6MB,58
1755873037.497102475,f8cd685deea1,multi-proxy2,462.62%,1.103GiB / 31.15GiB,3.54%,243MB / 25.6MB,1.31MB / 92.2MB,54
1755873041.062792481,87ffcb507c59,multi-proxy0,150.60%,895.7MiB / 31.15GiB,2.81%,225MB / 5.97MB,2.16MB / 975kB,55
1755873041.062792481,4ab2f4d499aa,multi-proxy1,396.17%,969.5MiB / 31.15GiB,3.04%,188MB / 13.9MB,1.89MB / 22.9MB,58
1755873041.062792481,f8cd685deea1,multi-proxy2,521.73%,1.104GiB / 31.15GiB,3.54%,244MB / 25.8MB,1.31MB / 93.3MB,54
1755873044.626660336,87ffcb507c59,multi-proxy0,150.62%,895.8MiB / 31.15GiB,2.81%,225MB / 6MB,2.16MB / 1.01MB,55
1755873044.626660336,4ab2f4d499aa,multi-proxy1,307.67%,971.9MiB / 31.15GiB,3.05%,189MB / 13.9MB,1.9MB / 23.1MB,58
1755873044.626660336,f8cd685deea1,multi-proxy2,476.73%,1.105GiB / 31.15GiB,3.55%,244MB / 26MB,1.31MB / 95.9MB,54
1755873048.180552834,87ffcb507c59,multi-proxy0,140.20%,938.1MiB / 31.15GiB,2.94%,225MB / 6.03MB,2.16MB / 1.03MB,55
1755873048.180552834,4ab2f4d499aa,multi-proxy1,361.50%,972.7MiB / 31.15GiB,3.05%,190MB / 13.9MB,1.9MB / 23.2MB,58
1755873048.180552834,f8cd685deea1,multi-proxy2,444.20%,1.106GiB / 31.15GiB,3.55%,244MB / 26.1MB,1.31MB / 98MB,54
1755873051.726078622,87ffcb507c59,multi-proxy0,154.56%,938.3MiB / 31.15GiB,2.94%,225MB / 6.05MB,2.16MB / 1.06MB,55
1755873051.726078622,4ab2f4d499aa,multi-proxy1,380.93%,973.3MiB / 31.15GiB,3.05%,191MB / 14MB,1.9MB / 23.4MB,58
1755873051.726078622,f8cd685deea1,multi-proxy2,489.85%,1.107GiB / 31.15GiB,3.55%,244MB / 26.3MB,1.31MB / 99MB,54
1755873055.269245238,87ffcb507c59,multi-proxy0,150.66%,894.6MiB / 31.15GiB,2.80%,225MB / 6.07MB,2.16MB / 1.09MB,55
1755873055.269245238,4ab2f4d499aa,multi-proxy1,315.28%,977.7MiB / 31.15GiB,3.07%,193MB / 14MB,1.9MB / 23.7MB,58
1755873055.269245238,f8cd685deea1,multi-proxy2,486.70%,1.107GiB / 31.15GiB,3.55%,244MB / 26.4MB,1.31MB / 101MB,54
1755873058.817086174,87ffcb507c59,multi-proxy0,196.06%,894.3MiB / 31.15GiB,2.80%,226MB / 6.08MB,2.16MB / 1.12MB,55
1755873058.817086174,4ab2f4d499aa,multi-proxy1,339.49%,981.1MiB / 31.15GiB,3.08%,194MB / 14.1MB,1.9MB / 24.1MB,58
1755873058.817086174,f8cd685deea1,multi-proxy2,564.42%,1.108GiB / 31.15GiB,3.56%,244MB / 26.6MB,1.31MB / 103MB,54
1755873062.363389358,87ffcb507c59,multi-proxy0,194.28%,937.3MiB / 31.15GiB,2.94%,226MB / 6.11MB,2.16MB / 1.15MB,55
1755873062.363389358,4ab2f4d499aa,multi-proxy1,395.14%,1023MiB / 31.15GiB,3.21%,195MB / 14.3MB,1.9MB / 24.5MB,58
1755873062.363389358,f8cd685deea1,multi-proxy2,599.18%,1.114GiB / 31.15GiB,3.57%,244MB / 26.8MB,1.31MB / 105MB,54
1755873065.918616266,87ffcb507c59,multi-proxy0,170.83%,894MiB / 31.15GiB,2.80%,226MB / 6.12MB,2.16MB / 1.17MB,55
1755873065.918616266,4ab2f4d499aa,multi-proxy1,429.04%,983.7MiB / 31.15GiB,3.08%,196MB / 14.3MB,1.9MB / 24.9MB,58
1755873065.918616266,f8cd685deea1,multi-proxy2,525.53%,1.116GiB / 31.15GiB,3.58%,244MB / 26.8MB,1.31MB / 107MB,54
1755873068.485911073,87ffcb507c59,multi-proxy0,198.11%,895.8MiB / 31.15GiB,2.81%,226MB / 6.14MB,2.16MB / 1.2MB,55
1755873068.485911073,4ab2f4d499aa,multi-proxy1,485.14%,986.5MiB / 31.15GiB,3.09%,197MB / 14.5MB,1.9MB / 25.6MB,58
1755873068.485911073,f8cd685deea1,multi-proxy2,465.11%,1.116GiB / 31.15GiB,3.58%,244MB / 27.1MB,1.31MB / 109MB,54
1755873072.038166960,87ffcb507c59,multi-proxy0,218.05%,937.8MiB / 31.15GiB,2.94%,226MB / 6.17MB,2.16MB / 1.23MB,55
1755873072.038166960,4ab2f4d499aa,multi-proxy1,391.29%,988.1MiB / 31.15GiB,3.10%,198MB / 14.6MB,1.9MB / 26MB,58
1755873072.038166960,f8cd685deea1,multi-proxy2,550.11%,1.117GiB / 31.15GiB,3.59%,244MB / 27.2MB,1.31MB / 112MB,54
1755873075.605365640,87ffcb507c59,multi-proxy0,182.03%,938.8MiB / 31.15GiB,2.94%,226MB / 6.35MB,2.16MB / 1.26MB,55
1755873075.605365640,4ab2f4d499aa,multi-proxy1,360.37%,1.008GiB / 31.15GiB,3.24%,199MB / 15MB,1.91MB / 27MB,58
1755873075.605365640,f8cd685deea1,multi-proxy2,594.25%,1.117GiB / 31.15GiB,3.59%,244MB / 27.5MB,1.31MB / 114MB,54
1755873079.178038539,87ffcb507c59,multi-proxy0,190.58%,895.1MiB / 31.15GiB,2.81%,226MB / 6.37MB,2.16MB / 1.29MB,55
1755873079.178038539,4ab2f4d499aa,multi-proxy1,374.58%,992.2MiB / 31.15GiB,3.11%,200MB / 15.1MB,1.91MB / 27.5MB,58
1755873079.178038539,f8cd685deea1,multi-proxy2,539.38%,1.116GiB / 31.15GiB,3.58%,244MB / 27.7MB,1.31MB / 116MB,54
1755873082.728528997,87ffcb507c59,multi-proxy0,164.10%,895.5MiB / 31.15GiB,2.81%,227MB / 6.4MB,2.16MB / 1.32MB,55
1755873082.728528997,4ab2f4d499aa,multi-proxy1,403.62%,995MiB / 31.15GiB,3.12%,201MB / 15.3MB,1.91MB / 28.3MB,58
1755873082.728528997,f8cd685deea1,multi-proxy2,520.71%,1.117GiB / 31.15GiB,3.59%,244MB / 27.8MB,1.31MB / 118MB,54
1755873086.275535062,87ffcb507c59,multi-proxy0,165.69%,895.5MiB / 31.15GiB,2.81%,227MB / 6.41MB,2.16MB / 1.34MB,55
1755873086.275535062,4ab2f4d499aa,multi-proxy1,480.51%,1.017GiB / 31.15GiB,3.26%,202MB / 15.6MB,1.91MB / 29.5MB,58
1755873086.275535062,f8cd685deea1,multi-proxy2,538.34%,1.119GiB / 31.15GiB,3.59%,244MB / 28.2MB,1.31MB / 121MB,54
1755873089.813907031,87ffcb507c59,multi-proxy0,191.01%,895.8MiB / 31.15GiB,2.81%,227MB / 6.61MB,2.16MB / 1.37MB,55
1755873089.813907031,4ab2f4d499aa,multi-proxy1,415.49%,1001MiB / 31.15GiB,3.14%,203MB / 15.8MB,1.91MB / 29.7MB,58
1755873089.813907031,f8cd685deea1,multi-proxy2,551.95%,1.119GiB / 31.15GiB,3.59%,244MB / 28.4MB,1.31MB / 123MB,54
1755873092.348390473,87ffcb507c59,multi-proxy0,160.77%,938.9MiB / 31.15GiB,2.94%,227MB / 6.71MB,2.16MB / 1.39MB,55
1755873092.348390473,4ab2f4d499aa,multi-proxy1,442.56%,1.023GiB / 31.15GiB,3.28%,204MB / 16MB,1.91MB / 30.5MB,58
1755873092.348390473,f8cd685deea1,multi-proxy2,494.87%,1.121GiB / 31.15GiB,3.60%,244MB / 28.5MB,1.31MB / 124MB,54
1755873095.908492228,87ffcb507c59,multi-proxy0,170.51%,938.1MiB / 31.15GiB,2.94%,227MB / 6.82MB,2.16MB / 1.43MB,55
1755873095.908492228,4ab2f4d499aa,multi-proxy1,378.22%,1.027GiB / 31.15GiB,3.30%,205MB / 16.3MB,1.91MB / 31.2MB,58
1755873095.908492228,f8cd685deea1,multi-proxy2,631.42%,1.12GiB / 31.15GiB,3.60%,245MB / 28.9MB,1.31MB / 126MB,54
1755873099.474465807,87ffcb507c59,multi-proxy0,149.22%,894.5MiB / 31.15GiB,2.80%,228MB / 6.84MB,2.16MB / 1.46MB,55
1755873099.474465807,4ab2f4d499aa,multi-proxy1,456.20%,1.028GiB / 31.15GiB,3.30%,206MB / 16.3MB,1.92MB / 31.8MB,58
1755873099.474465807,f8cd685deea1,multi-proxy2,562.76%,1.119GiB / 31.15GiB,3.59%,245MB / 29MB,1.31MB / 130MB,54
1755873103.030117880,87ffcb507c59,multi-proxy0,141.98%,894.2MiB / 31.15GiB,2.80%,228MB / 6.86MB,2.16MB / 1.48MB,55
1755873103.030117880,4ab2f4d499aa,multi-proxy1,537.30%,1.031GiB / 31.15GiB,3.31%,206MB / 16.4MB,1.92MB / 32.1MB,58
1755873103.030117880,f8cd685deea1,multi-proxy2,674.84%,1.121GiB / 31.15GiB,3.60%,245MB / 29.3MB,1.31MB / 135MB,54
1755873106.589791155,87ffcb507c59,multi-proxy0,140.90%,894.2MiB / 31.15GiB,2.80%,228MB / 7.02MB,2.16MB / 1.52MB,55
1755873106.589791155,4ab2f4d499aa,multi-proxy1,363.01%,1019MiB / 31.15GiB,3.20%,208MB / 16.6MB,1.92MB / 32.6MB,58
1755873106.589791155,f8cd685deea1,multi-proxy2,504.72%,1.121GiB / 31.15GiB,3.60%,245MB / 29.7MB,1.31MB / 137MB,54
1755873110.149020673,87ffcb507c59,multi-proxy0,158.24%,936.9MiB / 31.15GiB,2.94%,228MB / 7.04MB,2.16MB / 1.54MB,55
1755873110.149020673,4ab2f4d499aa,multi-proxy1,369.83%,1.041GiB / 31.15GiB,3.34%,209MB / 16.6MB,1.92MB / 32.9MB,58
1755873110.149020673,f8cd685deea1,multi-proxy2,500.45%,1.123GiB / 31.15GiB,3.61%,245MB / 29.9MB,1.32MB / 139MB,54
1755873113.704917284,87ffcb507c59,multi-proxy0,158.90%,893MiB / 31.15GiB,2.80%,228MB / 7.05MB,2.16MB / 1.56MB,55
